,SUID,university,univid,response
2323,271.0,Benjamin Sampson University,5c9e67db34cda4f3677e56e9,Practical relevance / professionalization
2324,271.0,Louis Young University,5c9e4b4734cda4f3677e35b5,Practical relevance / professionalization
2325,271.0,Elizabeth Branch University,5c9e8d5d34cda4f3677e75f1,Specialization
2326,272.0,Michaela Ruiz University,5c9e4dfb34cda4f3677e3a15,Internationality
2327,272.0,Ashley Pierce University,5c9e63c734cda4f3677e50c3,Internationality
2328,272.0,Kayla Stephens University,5c9e7d8334cda4f3677e6b4f,Practical relevance / professionalization
2329,272.0,Brian Porter University,5c9e49f334cda4f3677e3385,Specialization
2330,272.0,Morgan Duran University,5c9e8aa234cda4f3677e7365,Specialization
2331,272.0,Emily Peterson University,5c9e7dfd34cda4f3677e6c17,Soft skills and digital literacy
2332,272.0,Andrew West University,5c9e7dd034cda4f3677e6bcd,Practical relevance / professionalization
2333,272.0,Shelby Cross University,5c9e8ca934cda4f3677e74cd,Practical relevance / professionalization
2334,272.0,Jodi Miller University,5c9e67db34cda4f3677e56e9,Academic excellence
2335,272.0,Renee Cook University,5c9e7a9134cda4f3677e666d,Specialization
2336,272.0,Gregory Garza University,5c9e3e0234cda4f3677e2009,Internationality
2337,272.0,Tina Bass University,5c9e639034cda4f3677e5069,Internationality
2338,272.0,Alyssa Wood University,5c9e361134cda4f3677e1309,Practical relevance / professionalization
2339,272.0,Megan Harris University,5c9e7d7a34cda4f3677e6b41,Practical relevance / professionalization
2340,272.0,Erin Charles University,5c9e61c234cda4f3677e4d7b,Soft skills and digital literacy
2341,274.0,Mark Rhodes University,5c9e3ffb34cda4f3677e233b,Soft skills and digital literacy
2342,274.0,Sheri Burton University,5c9e7d3134cda4f3677e6ac9,Soft skills and digital literacy
2343,274.0,Paul Christensen University,5e85b1eee7d33897f89a8d22,Internationality
2344,274.0,Tony Frazier University,5c9e4e2c34cda4f3677e3a6d,Internationality
2345,274.0,Micheal Davidson University,5c9e5dbd34cda4f3677e46e7,Internationality
2346,274.0,John Good University,5c9e63ee34cda4f3677e5101,Soft skills and digital literacy
2347,274.0,Deanna Valencia University,5c9e639034cda4f3677e5069,Soft skills and digital literacy
2348,274.0,Jason Wolfe University,5c9e3a5934cda4f3677e1a09,Internationality
2349,274.0,Tiffany Sanchez University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
2350,274.0,Danny Green University,5e84a9f41ead1a77be3bd385,Soft skills and digital literacy
2351,274.0,Justin Rodriguez University,5c9e34a834cda4f3677e10bd,Specialization
2352,275.0,Sarah Miller University,5c9e7d6034cda4f3677e6b19,Practical relevance / professionalization
2353,275.0,Patrick Crawford University,5c9e7d8334cda4f3677e6b4f,Soft skills and digital literacy
2354,275.0,Jesse King University,5c9e60b534cda4f3677e4bbf,Soft skills and digital literacy
2355,275.0,Lori Fowler University,5c9e67b134cda4f3677e56a3,Soft skills and digital literacy
2356,275.0,Steven Mason University,5e8c8b0f23d6684db014ea37,Academic excellence
2357,275.0,Kathy Mcmillan University,5c9e64f934cda4f3677e521d,Practical relevance / professionalization
2358,275.0,Robert Thomas University,5c9e34f634cda4f3677e113b,Internationality
2359,275.0,Jorge Phillips University,5c9e47c134cda4f3677e2fe7,Soft skills and digital literacy
2360,275.0,Pamela Harrell MD University,5c9e498d34cda4f3677e32df,Internationality
2361,275.0,Timothy Murray University,5c9e7eb934cda4f3677e6d45,Internationality
2362,275.0,Michael Lynch University,5c9e63ae34cda4f3677e5099,Internationality
2363,276.0,John Phillips University,5c9e70bd34cda4f3677e621f,Internationality
2364,276.0,Julie Bernard University,5c9e7d6034cda4f3677e6b19,Soft skills and digital literacy
2365,276.0,Patrick Vargas University,5c9e4e9534cda4f3677e3b17,Academic excellence
2366,276.0,Adrian Small University,5e8c879823d6684db014ea30,Practical relevance / professionalization
2367,276.0,Charles Reyes University,5c9e371c34cda4f3677e14b9,Practical relevance / professionalization
2368,276.0,Troy Horn University,5c9e3fc034cda4f3677e22e3,Internationality
2369,276.0,Kenneth Levy University,5c9e35b234cda4f3677e126b,Internationality
2370,276.0,Heather Richmond University,5c9e355634cda4f3677e11d7,Internationality
2371,276.0,James Jones University,5c9e34ae34cda4f3677e10c7,Internationality
2372,276.0,Robert Smith V University,5c9e5bc734cda4f3677e43a7,Internationality
2373,276.0,Marcus Mays University,5c9e5a3234cda4f3677e4111,Internationality
2374,276.0,Ann Cunningham University,5c9e49df34cda4f3677e3365,Internationality
2375,277.0,Katherine Burton University,5c9e373c34cda4f3677e14ef,Internationality
2376,277.0,Paul Gomez University,5c9e5c6f34cda4f3677e44bd,Soft skills and digital literacy
2377,277.0,Heather Thomas University,5c9e371c34cda4f3677e14b9,Practical relevance / professionalization
2378,277.0,Douglas Bonilla University,5c9e498134cda4f3677e32c9,Soft skills and digital literacy
2379,277.0,Kaitlyn Coleman University,5c9e67c234cda4f3677e56bf,Soft skills and digital literacy
2380,277.0,Michael Smith University,5c9e420034cda4f3677e267f,Internationality
2381,277.0,Christina Joseph University,5c9e420034cda4f3677e267f,Internationality
2382,277.0,Frank Olson University,5c9e7ea034cda4f3677e6d1b,Soft skills and digital literacy
2383,277.0,Henry Chavez University,5c9e7ea034cda4f3677e6d1b,Practical relevance / professionalization
2384,277.0,Kaitlyn Beck University,5c9e519334cda4f3677e3ffd,Internationality
2385,277.0,Kristy Figueroa University,5c9e518a34cda4f3677e3fed,Specialization
2386,277.0,Eric Moore University,5c9e3d8a34cda4f3677e1f43,Academic excellence
2387,280.0,Angela Nixon University,5c9e70bd34cda4f3677e621f,Internationality
2388,280.0,Ryan Edwards University,5c9e3bc934cda4f3677e1c63,Specialization
2389,280.0,Gilbert Lloyd University,5c9e418d34cda4f3677e25c3,Specialization
2390,280.0,Brett Clay University,5c9e3ffb34cda4f3677e233b,Practical relevance / professionalization
2391,280.0,Sean Miller University,5c9e5a7e34cda4f3677e418b,Soft skills and digital literacy
2392,280.0,Christopher Miller University,5c9e4f5034cda4f3677e3c4f,Specialization
2393,280.0,Phillip Kane University,5c9e7d3134cda4f3677e6ac9,Specialization
2394,280.0,Daryl Andrews University,5c9e7cb934cda4f3677e69ff,Specialization
2395,280.0,Kristen Gardner University,5c9e5fc334cda4f3677e4a29,Specialization
2396,280.0,Julia Schneider University,5c9e519734cda4f3677e4003,Internationality
2397,280.0,James Collins University,5c9e519334cda4f3677e3ffd,Soft skills and digital literacy
2398,280.0,Linda Morgan University,5c9e518a34cda4f3677e3fed,Practical relevance / professionalization
2399,280.0,Kevin Bailey University,5c9e3a0b34cda4f3677e1989,Practical relevance / professionalization
2400,280.0,Jonathan Barron University,5c9e410534cda4f3677e24e9,Internationality
2401,281.0,Dr. Amy Nelson University,5c9e4f5034cda4f3677e3c4f,Internationality
2402,281.0,William Vargas University,5c9e7cb934cda4f3677e69ff,Internationality
2403,281.0,Jason Decker University,5c9e67db34cda4f3677e56e9,Academic excellence
2404,281.0,Michael Anderson University,5c9e411734cda4f3677e2507,Practical relevance / professionalization
2405,281.0,Jennifer Farmer University,5c9e515e34cda4f3677e3fa7,Internationality
2406,281.0,Lisa Walters University,5c9e409034cda4f3677e242b,Practical relevance / professionalization
2407,281.0,Jennifer Brown University,5c9e7a9134cda4f3677e666d,Practical relevance / professionalization
2408,281.0,Kurt Hensley University,5c9e476434cda4f3677e2f55,Soft skills and digital literacy
2409,281.0,Amy Wilkins University,5c9e519334cda4f3677e3ffd,Practical relevance / professionalization
2410,281.0,Michael Ingram University,5c9e3aec34cda4f3677e1af9,Academic excellence
2411,281.0,Joseph Foster University,5c9e3a5934cda4f3677e1a09,Specialization
2412,281.0,Michael Martin University,5c9e37ba34cda4f3677e15bf,Practical relevance / professionalization
2413,282.0,Thomas Baker University,5c9e3e0234cda4f3677e2009,Internationality
2414,282.0,Linda Hampton University,5c9e3fa734cda4f3677e22b9,Soft skills and digital literacy
2415,282.0,Patrick Hall University,5c9e3ceb34cda4f3677e1e3d,Internationality
2416,282.0,Amber Martinez University,5c9e504d34cda4f3677e3ded,Internationality
2417,282.0,James Wilson University,5c9e8df534cda4f3677e76e9,Internationality
2418,282.0,Ryan Lynch University,5c9e636a34cda4f3677e502b,Academic excellence
2419,282.0,Michael Price University,5c9e623434cda4f3677e4e37,Internationality
2420,282.0,Scott Delgado University,5c9e61e534cda4f3677e4db3,Practical relevance / professionalization
2421,282.0,Jesse White University,5c9e613f34cda4f3677e4ca1,Practical relevance / professionalization
2422,282.0,Kim Hill University,5c9e60b434cda4f3677e4bbd,Soft skills and digital literacy
2423,283.0,Kayla Guerra University,5c9e5b5e34cda4f3677e42fb,Internationality
2424,283.0,Daniel Gibson University,5c9e7d6634cda4f3677e6b23,Internationality
2425,283.0,Michael Cervantes University,5c9e7d4d34cda4f3677e6af9,Specialization
2426,283.0,Carl King University,5c9e60b534cda4f3677e4bbf,Practical relevance / professionalization
2427,283.0,Melissa George University,5c9e67b134cda4f3677e56a3,Practical relevance / professionalization
2428,283.0,Joshua Mcdaniel University,5c9e5a7e34cda4f3677e418b,Internationality
2429,283.0,Jeremy Stokes University,5c9e5a3234cda4f3677e4111,Specialization
2430,283.0,Renee Quinn University,5c9e515e34cda4f3677e3fa7,Specialization
2431,283.0,Michael Preston University,5c9e639934cda4f3677e5077,Internationality
2432,283.0,Connor Miller University,5c9e636734cda4f3677e5027,Specialization
2433,283.0,Jermaine Sims University,5c9e361134cda4f3677e1309,Specialization
2434,285.0,Claudia Gonzalez University,5c9e4dfb34cda4f3677e3a15,Internationality
2435,285.0,Shawn Strong University,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
2436,285.0,Brian Deleon University,5c9e7d8334cda4f3677e6b4f,Soft skills and digital literacy
2437,285.0,Matthew Jackson University,5c9e496834cda4f3677e32a1,Soft skills and digital literacy
2438,285.0,Courtney Webb University,5c9e471734cda4f3677e2ed7,Soft skills and digital literacy
2439,285.0,Jose Harper University,5c9e4f5034cda4f3677e3c4f,Soft skills and digital literacy
2440,285.0,Theresa Gonzalez University,5c9e640d34cda4f3677e5131,Soft skills and digital literacy
2441,285.0,Donald Carter University,5c9e644f34cda4f3677e519d,Soft skills and digital literacy
2442,285.0,Cynthia Welch University,5c9e63ae34cda4f3677e5099,Soft skills and digital literacy
2443,285.0,Evelyn Jarvis University,5c9e5b1034cda4f3677e427b,Soft skills and digital literacy
2444,286.0,Catherine Taylor University,5c9e677634cda4f3677e5643,Internationality
2445,286.0,Connie Marshall University,5c9e34ae34cda4f3677e10c7,Soft skills and digital literacy
2446,286.0,Marie Brown University,5c9e349434cda4f3677e109f,Specialization
2447,286.0,Margaret Warren University,5c9e644f34cda4f3677e519d,Soft skills and digital literacy
2448,286.0,Hector Green University,5c9e4b9334cda4f3677e3635,Specialization
2449,286.0,Elizabeth Martinez University,5c9e616934cda4f3677e4ceb,Practical relevance / professionalization
2450,286.0,Andrew Smith University,5c9e8c2b34cda4f3677e73fd,Internationality
2451,286.0,Brianna Collins University,5c9e5dbd34cda4f3677e46e7,Academic excellence
2452,286.0,Ronald Gutierrez University,5c9e636734cda4f3677e5027,Specialization
2453,286.0,Andrew Allen University,5c9e7d7a34cda4f3677e6b41,Soft skills and digital literacy
2454,286.0,Kimberly Carter University,5c9e7da234cda4f3677e6b81,Internationality
2455,286.0,Adrian Davis University,5c9e637534cda4f3677e503d,Soft skills and digital literacy
2456,287.0,Lance Singh University,5c9e677634cda4f3677e5643,Soft skills and digital literacy
2457,287.0,Cynthia Meadows University,5c9e41e234cda4f3677e264d,Internationality
2458,288.0,Morgan Warren University,5c9e4dfb34cda4f3677e3a15,Internationality
2459,288.0,Jessica Phillips University,5c9e5b5e34cda4f3677e42fb,Internationality
2460,288.0,Taylor Velasquez University,5c9e677634cda4f3677e5643,Specialization
2461,288.0,Stacy Robinson University,5c9e645734cda4f3677e51ab,Internationality
2462,288.0,Karen Haney University,5c9e6be834cda4f3677e5d83,Specialization
2463,288.0,Tammy Warren University,5c9e63c734cda4f3677e50c3,Internationality
2464,288.0,Leslie Williams University,5c9e38ed34cda4f3677e17bb,Internationality
2465,288.0,Brooke Miller University,5c9e49f334cda4f3677e3385,Specialization
2466,288.0,Brian Mora University,5e8c6ef9dc39552aa1e7bdfc,Practical relevance / professionalization
2467,288.0,Donald Smith University,5c9e3fbf34cda4f3677e22e1,Specialization
2468,288.0,Christopher Bowen University,5c9e496834cda4f3677e32a1,Academic excellence
2469,288.0,Kelsey Grant University,5c9e35b234cda4f3677e126b,Practical relevance / professionalization
2470,288.0,Carrie Murphy University,5c9e4b9334cda4f3677e3635,Practical relevance / professionalization
2471,288.0,Tiffany Griffin University,5c9e7dd034cda4f3677e6bcd,Specialization
2472,288.0,Keith Peterson University,5c9e718634cda4f3677e6369,Practical relevance / professionalization
2473,289.0,Jennifer Mason University,5c9e636634cda4f3677e5025,Internationality
2474,289.0,James Munoz University,5e8c6df1dc39552aa1e7bdf3,Academic excellence
2475,289.0,Steven White University,5c9e6be834cda4f3677e5d83,Practical relevance / professionalization
2476,289.0,Rebecca Armstrong University,5e8c879823d6684db014ea30,Specialization
2477,289.0,Eric Jones University,5e8c8b0f23d6684db014ea37,Practical relevance / professionalization
2478,289.0,Brittany Cook University,5c9e35b234cda4f3677e126b,Specialization
2479,289.0,Charles Soto University,5c9e895334cda4f3677e7141,Academic excellence
2480,289.0,James Coleman University,5c9e4c3134cda4f3677e373b,Specialization
2481,289.0,Sarah Mathis University,5c9e47c134cda4f3677e2fe7,Academic excellence
2482,289.0,Kristin Moore University,5c9e7ea634cda4f3677e6d25,Academic excellence
2483,289.0,Christopher Williams University,5c9e40b034cda4f3677e245d,Internationality
2484,289.0,Scott Torres University,5c9e7dd034cda4f3677e6bcd,Specialization
2485,289.0,Ryan Ryan University,5c9e7dd034cda4f3677e6bcb,Practical relevance / professionalization
2486,289.0,Christine Wood University,5c9e641a34cda4f3677e5149,Practical relevance / professionalization
2487,289.0,Matthew Vaughan University,5c9e3aec34cda4f3677e1af9,Internationality
2488,295.0,Scott Wilcox University,5c9e636634cda4f3677e5025,Internationality
2489,295.0,Angela Kemp University,5c9e7d6634cda4f3677e6b23,Specialization
2490,295.0,Angela Humphrey University,5c9e7d6034cda4f3677e6b19,Specialization
2491,295.0,Zachary Williams University,5c9e7d4d34cda4f3677e6af9,Academic excellence
2492,295.0,Terri Griffith University,5c9e410534cda4f3677e24e9,Specialization
2493,295.0,Christopher Chandler DVM University,5c9e638234cda4f3677e5051,Specialization
2494,295.0,Luis Lawson University,5c9e39fd34cda4f3677e1971,Practical relevance / professionalization
2495,295.0,Rebecca Hardy DVM University,5e84a9f41ead1a77be3bd385,Practical relevance / professionalization
2496,295.0,Richard Taylor University,5e84a9f41ead1a77be3bd385,Practical relevance / professionalization
2497,295.0,Leah Jones University,5c9e4b8634cda4f3677e3621,Soft skills and digital literacy
2498,295.0,Brenda Doyle University,5c9e5c9634cda4f3677e44fb,Specialization
2499,296.0,Lori Roberts University,5c9e4dfa34cda4f3677e3a13,Soft skills and digital literacy
2500,296.0,Jeremy Jensen University,5c9e3aee34cda4f3677e1afd,Specialization
2501,296.0,Ashley Smith University,5c9e3ad634cda4f3677e1ad7,Internationality
2502,296.0,Jenny Stein University,5c9e49df34cda4f3677e3365,Soft skills and digital literacy
2503,296.0,Glenn Kim University,5c9e42ad34cda4f3677e279b,Internationality
2504,296.0,Stephanie Swanson University,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
2505,296.0,David Hernandez University,5c9e5bfe34cda4f3677e4403,Internationality
2506,296.0,Gary Barrett University,5c9e4e0334cda4f3677e3a23,Soft skills and digital literacy
2507,296.0,Amy Reyes University,5c9e884834cda4f3677e6f8b,Internationality
2508,296.0,Deanna Edwards University,5c9e7e3f34cda4f3677e6c81,Practical relevance / professionalization
2509,297.0,Evan Smith University,5c9e3aec34cda4f3677e1af9,Practical relevance / professionalization
2510,297.0,Caroline Carr University,5c9e3a5934cda4f3677e1a09,Practical relevance / professionalization
2511,297.0,Samantha Austin University,5e84a9f41ead1a77be3bd385,Internationality
2512,297.0,Elizabeth Bryant University,5e84a9f41ead1a77be3bd385,Internationality
2513,297.0,Sean Berry University,5c9e4c6234cda4f3677e378d,Soft skills and digital literacy
2514,297.0,Tammy Jones University,5c9e4b8f34cda4f3677e362f,Internationality
2515,297.0,Richard Whitaker University,5c9e49df34cda4f3677e3365,Soft skills and digital literacy
2516,297.0,Edward Herrera University,5c9e50f934cda4f3677e3f03,Specialization
2517,297.0,William Mcdaniel University,5c9e636b34cda4f3677e502d,Soft skills and digital literacy
2518,297.0,Kenneth Herrera University,5c9e60b434cda4f3677e4bbd,Internationality
2519,297.0,George Trevino University,5c9e5fba34cda4f3677e4a1b,Practical relevance / professionalization
2520,298.0,Terry Cannon University,5c9e7a6834cda4f3677e662b,Specialization
2521,298.0,Carla Sims University,5e8c6df1dc39552aa1e7bdf3,Specialization
2522,298.0,Dylan May University,5e84b7141ead1a77be3bd39c,Practical relevance / professionalization
2523,298.0,Sheri Wallace University,5c9e6c1634cda4f3677e5dcf,Specialization
2524,298.0,Jose Wise University,5c9e5c6c34cda4f3677e44b7,Practical relevance / professionalization
2525,298.0,Shirley Smith University,5c9e7d8334cda4f3677e6b4f,Specialization
2526,298.0,Robert Townsend University,5c9e7c4034cda4f3677e6937,Practical relevance / professionalization
2527,298.0,Michelle Castillo University,5c9e4f5034cda4f3677e3c4f,Internationality
2528,298.0,Jeffrey Greene University,5c9e7cb934cda4f3677e69ff,Specialization
2529,298.0,Brenda Baldwin University,5c9e7e6234cda4f3677e6cbb,Practical relevance / professionalization
2530,298.0,Deborah Oliver University,5c9e7e6234cda4f3677e6cbb,Practical relevance / professionalization
2531,298.0,Michelle Robinson University,5c9e7e6234cda4f3677e6cbb,Practical relevance / professionalization
2532,299.0,Victoria Fowler University,5e84b8a01ead1a77be3bd3a8,Soft skills and digital literacy
2533,299.0,Ashley Smith University,5c9e471734cda4f3677e2ed7,Soft skills and digital literacy
2534,299.0,Eric Butler University,5c9e470b34cda4f3677e2ec5,Soft skills and digital literacy
2535,299.0,Micheal Mathews University,5c9e470a34cda4f3677e2ec3,Soft skills and digital literacy
2536,299.0,Rachel Morrow University,5c9e3aee34cda4f3677e1afd,Soft skills and digital literacy
2537,299.0,Lisa Rose University,5c9e3aec34cda4f3677e1af9,Soft skills and digital literacy
2538,299.0,Crystal Knight University,5c9e49df34cda4f3677e3365,Soft skills and digital literacy
2539,299.0,Tamara Ortiz University,5c9e42ad34cda4f3677e279b,Soft skills and digital literacy
2540,299.0,Brooke Hughes University,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
2541,299.0,Meghan Fields University,5c9e61ba34cda4f3677e4d6d,Soft skills and digital literacy
2542,300.0,Jack Thomas University,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
2543,300.0,Mr. Spencer Johnson University,5c9e4a0434cda4f3677e33a1,Internationality
2544,300.0,Allen Freeman University,5e85b1eee7d33897f89a8d22,Internationality
2545,300.0,Nicole Zavala University,5c9e4e2c34cda4f3677e3a6d,Specialization
2546,300.0,Mr. Ronnie Wyatt University,5c9e8c2b34cda4f3677e73fd,Specialization
2547,300.0,Vickie Clarke University,5c9e355234cda4f3677e11d1,Academic excellence
2548,300.0,Joshua Cox University,5c9e4b4734cda4f3677e35b5,Internationality
2549,300.0,Monica Schneider University,5c9e40c434cda4f3677e2481,Internationality
2550,300.0,Tim Weaver University,5c9e3e0234cda4f3677e2009,Internationality
2551,300.0,Marc Arnold University,5c9e7d4534cda4f3677e6aeb,Internationality
2552,301.0,Pamela Newman University,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
2553,301.0,Christopher Stevens University,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
2554,301.0,Brian Woods University,5c9e677634cda4f3677e5643,Soft skills and digital literacy
2555,301.0,Latoya Houston University,5c9e645734cda4f3677e51ab,Soft skills and digital literacy
2556,301.0,Brandon Young University,5c9e6be834cda4f3677e5d83,Soft skills and digital literacy
2557,301.0,Ashley Lopez University,5c9e63c734cda4f3677e50c3,Soft skills and digital literacy
2558,301.0,Tina Anderson University,5c9e4dfa34cda4f3677e3a13,Soft skills and digital literacy
2559,301.0,Cindy King University,5e8c6ef9dc39552aa1e7bdfc,Soft skills and digital literacy
2560,301.0,Ashley Gordon University,5c9e3fbf34cda4f3677e22e1,Soft skills and digital literacy
2561,301.0,Matthew Gonzalez University,5e84c5aa1ead1a77be3bd3d7,Soft skills and digital literacy
2562,301.0,Kelly Brewer DDS University,5c9e398d34cda4f3677e18c1,Soft skills and digital literacy
2563,302.0,Sean Wright University,5c9e70bd34cda4f3677e621f,Specialization
2564,302.0,Lori Arnold University,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
2565,302.0,Christopher Carroll University,5c9e7d5334cda4f3677e6b03,Internationality
2566,302.0,Gregory Richardson University,5c9e4e1334cda4f3677e3a3f,Academic excellence
2567,302.0,Allison Hughes University,5c9e8ca934cda4f3677e74cd,Practical relevance / professionalization
2568,302.0,Andrea Simmons University,5c9e638a34cda4f3677e505d,Specialization
2569,302.0,Sandra Turner University,5c9e34a834cda4f3677e10bd,Internationality
2570,302.0,Matthew Horne University,5c9e4b8a34cda4f3677e3629,Soft skills and digital literacy
2571,302.0,Jeremiah Mullins University,5c9e5c9634cda4f3677e44fb,Academic excellence
2572,302.0,Sheila Hess University,5c9e501934cda4f3677e3d99,Practical relevance / professionalization
2573,302.0,Allison Miles University,5c9e8d6834cda4f3677e7605,Specialization
2574,302.0,Jesse Warner University,5c9e7c2034cda4f3677e6901,Internationality
2575,303.0,Gary Wright University,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
2576,303.0,Jared Yates University,5c9e3fc034cda4f3677e22e3,Soft skills and digital literacy
2577,303.0,Sharon Martin University,5c9e3c9c34cda4f3677e1dbd,Soft skills and digital literacy
2578,303.0,Larry Craig University,5e84b4001ead1a77be3bd395,Soft skills and digital literacy
2579,303.0,Mikayla Jones University,5c9e7dd034cda4f3677e6bcb,Soft skills and digital literacy
2580,303.0,Michael Sellers University,5c9e718634cda4f3677e6369,Soft skills and digital literacy
2581,303.0,Amanda Roach University,5e84b8a01ead1a77be3bd3a8,Soft skills and digital literacy
2582,303.0,Alexis Downs University,5c9e471734cda4f3677e2ed7,Soft skills and digital literacy
2583,303.0,Christopher Williams University,5c9e470b34cda4f3677e2ec5,Soft skills and digital literacy
2584,303.0,Laura Rosales University,5c9e7c4034cda4f3677e6937,Soft skills and digital literacy
2585,303.0,Willie White University,5c9e498d34cda4f3677e32df,Soft skills and digital literacy
2586,303.0,Brenda Wallace University,5c9e6afd34cda4f3677e5c0b,Internationality
2587,303.0,Renee Spencer University,5c9e7d3134cda4f3677e6ac9,Soft skills and digital literacy
2588,303.0,Jennifer Humphrey University,5c9e3dfd34cda4f3677e1fff,Soft skills and digital literacy
2589,303.0,Christopher Garcia University,5c9e641a34cda4f3677e5149,Soft skills and digital literacy
2590,306.0,Autumn Gonzales University,5c9e645734cda4f3677e51ab,Internationality
2591,306.0,Summer Cooper University,5c9e6be834cda4f3677e5d83,Internationality
2592,306.0,Christopher Carpenter University,5c9e5c6c34cda4f3677e44b7,Specialization
2593,306.0,Leah Thompson University,5c9e7d8334cda4f3677e6b4f,Internationality
2594,306.0,Eric Green University,5c9e7c8b34cda4f3677e69b5,Specialization
2595,306.0,Alejandro Velez University,5c9e3fbf34cda4f3677e22e1,Specialization
2596,306.0,Amy Solis University,5e8c8b0f23d6684db014ea37,Specialization
2597,306.0,Jake Villegas University,5c9e67ca34cda4f3677e56cd,Internationality
2598,306.0,Melissa Foster University,5c9e471734cda4f3677e2ed7,Specialization
2599,306.0,Robert Long Jr. University,5c9e470b34cda4f3677e2ec5,Specialization
2600,306.0,Kimberly Knight University,5c9e409034cda4f3677e242b,Practical relevance / professionalization
2601,307.0,William Armstrong University,5c9e7d6634cda4f3677e6b23,Internationality
2602,307.0,Diana Ward University,5c9e5c6c34cda4f3677e44b7,Soft skills and digital literacy
2603,307.0,Theresa Watson University,5c9e498a34cda4f3677e32d9,Specialization
2604,307.0,Steven Jones University,5c9e498a34cda4f3677e32d9,Specialization
2605,307.0,Patricia Murray University,5e8c6ef9dc39552aa1e7bdfc,Specialization
2606,307.0,Melanie Wilson University,5c9e398d34cda4f3677e18c1,Practical relevance / professionalization
2607,307.0,Douglas Nguyen University,5c9e34f634cda4f3677e113b,Academic excellence
2608,307.0,Jennifer Ramsey University,5c9e34ae34cda4f3677e10c7,Practical relevance / professionalization
2609,307.0,Kimberly Tucker University,5e84b7f41ead1a77be3bd3a0,Practical relevance / professionalization
2610,307.0,Jared Lee University,5c9e498834cda4f3677e32d7,Academic excellence
2611,307.0,Daniel Edwards University,5c9e7c4034cda4f3677e6937,Practical relevance / professionalization
2612,307.0,Nicholas Hutchinson University,5c9e349434cda4f3677e109f,Practical relevance / professionalization
2613,307.0,Holly Moore University,5c9e645534cda4f3677e51a7,Practical relevance / professionalization
2614,307.0,Jack Freeman University,5c9e34f634cda4f3677e113b,Practical relevance / professionalization
2615,308.0,Kelsey Castro University,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
2616,308.0,Travis Bennett University,5c9e5c6c34cda4f3677e44b7,Practical relevance / professionalization
2617,308.0,Kimberly Miller University,5c9e60cb34cda4f3677e4be3,Practical relevance / professionalization
2618,308.0,Karen Jensen University,5c9e4e9534cda4f3677e3b17,Internationality
2619,308.0,Kevin Miller University,5c9e34ae34cda4f3677e10c7,Practical relevance / professionalization
2620,308.0,Taylor Hull University,5e84b6351ead1a77be3bd39a,Practical relevance / professionalization
2621,308.0,Christopher Garcia University,5c9e498134cda4f3677e32c9,Practical relevance / professionalization
2622,308.0,Ashley Hicks University,5c9e67c234cda4f3677e56bf,Practical relevance / professionalization
2623,308.0,Patricia Flynn University,5c9e4f5034cda4f3677e3c4f,Academic excellence
2624,308.0,Sherry Lloyd University,5c9e7cb934cda4f3677e69ff,Internationality
2625,308.0,Melissa Browning University,5c9e3aec34cda4f3677e1af9,Practical relevance / professionalization
2626,308.0,Linda Johnson University,5c9e49df34cda4f3677e3365,Practical relevance / professionalization
2627,308.0,Mike Lewis University,5c9e882334cda4f3677e6f4b,Internationality
2628,308.0,Jesus Mitchell University,5e8c8c5623d6684db014ea41,Academic excellence
2629,309.0,Rebecca Arnold University,5c9e7a6834cda4f3677e662b,Practical relevance / professionalization
2630,309.0,Kevin Williams University,5c9e5b5e34cda4f3677e42fb,Internationality
2631,309.0,Amber Stewart University,5c9e636634cda4f3677e5025,Internationality
2632,309.0,Melissa Butler University,5c9e7d4d34cda4f3677e6af9,Practical relevance / professionalization
2633,309.0,Elizabeth Marsh University,5c9e7e9c34cda4f3677e6d15,Internationality
2634,309.0,Robin Mccall University,5c9e3d8a34cda4f3677e1f43,Soft skills and digital literacy
2635,309.0,Grant Huynh University,5c9e61e534cda4f3677e4db3,Internationality
2636,311.0,Eric Smith University,5c9e5c6c34cda4f3677e44b7,Soft skills and digital literacy
2637,312.0,Kyle Duncan University,5c9e645734cda4f3677e51ab,Academic excellence
2638,312.0,Stephanie Clark University,5e84b7141ead1a77be3bd39c,Academic excellence
2639,312.0,Allison Walker University,5c9e6be834cda4f3677e5d83,Academic excellence
2640,312.0,Anthony Gardner University,5c9e6c1634cda4f3677e5dcf,Practical relevance / professionalization
2641,312.0,Diane Kelley University,5c9e5c6c34cda4f3677e44b7,Internationality
2642,312.0,Megan Wells University,5c9e7d8334cda4f3677e6b4f,Soft skills and digital literacy
2643,312.0,Kevin Carter University,5c9e7dfd34cda4f3677e6c17,Academic excellence
2644,312.0,Brandon Fernandez University,5c9e7dd034cda4f3677e6bcd,Academic excellence
